n0,L,steps_to_1,max_N,max_M,theorem_ok,avg_H_N,avg_H_M,avg_H_diff,avg_ham_dist,final_M_at_N1
336,20,11,336,1048574,True,0.421165,0.421165,0.000000,20.000000,1048574
337,20,112,9232,1048574,True,0.772868,0.772868,0.000000,20.000000,1048574
338,20,50,4372,1048574,True,0.696287,0.696287,0.000000,20.000000,1048574
339,20,50,4372,1048574,True,0.703645,0.703645,0.000000,20.000000,1048574
340,20,11,340,1048574,True,0.395280,0.395280,0.000000,20.000000,1048574
341,20,11,1024,1048574,True,0.330137,0.330137,0.000000,20.000000,1048574
342,20,125,9232,1048574,True,0.745554,0.745554,0.000000,20.000000,1048574
343,20,125,9232,1048574,True,0.748526,0.748526,0.000000,20.000000,1048574
344,20,32,344,1048574,True,0.540276,0.540276,0.000000,20.000000,1048574
345,20,125,9232,1048574,True,0.752459,0.752459,0.000000,20.000000,1048574
346,20,32,520,1048574,True,0.530362,0.530362,0.000000,20.000000,1048574
347,20,125,9232,1048574,True,0.765444,0.765444,0.000000,20.000000,1048574
348,20,32,592,1048574,True,0.560331,0.560331,0.000000,20.000000,1048574
349,20,32,1048,1048574,True,0.550245,0.550245,0.000000,20.000000,1048574
350,20,81,9232,1048574,True,0.754353,0.754353,0.000000,20.000000,1048574
351,20,81,9232,1048574,True,0.759611,0.759611,0.000000,20.000000,1048574
352,20,19,352,1048574,True,0.486726,0.486726,0.000000,20.000000,1048574
353,20,125,9232,1048574,True,0.768490,0.768490,0.000000,20.000000,1048574
354,20,32,532,1048574,True,0.548812,0.548812,0.000000,20.000000,1048574
355,20,32,1600,1048574,True,0.554916,0.554916,0.000000,20.000000,1048574
356,20,32,356,1048574,True,0.559002,0.559002,0.000000,20.000000,1048574
357,20,32,1072,1048574,True,0.554916,0.554916,0.000000,20.000000,1048574
358,20,32,808,1048574,True,0.574607,0.574607,0.000000,20.000000,1048574
359,20,50,9232,1048574,True,0.682958,0.682958,0.000000,20.000000,1048574
360,20,19,360,1048574,True,0.495059,0.495059,0.000000,20.000000,1048574
361,20,45,2752,1048574,True,0.617124,0.617124,0.000000,20.000000,1048574
362,20,19,544,1048574,True,0.478701,0.478701,0.000000,20.000000,1048574
363,20,45,1636,1048574,True,0.605559,0.605559,0.000000,20.000000,1048574
364,20,94,9232,1048574,True,0.758639,0.758639,0.000000,20.000000,1048574
365,20,94,9232,1048574,True,0.755135,0.755135,0.000000,20.000000,1048574
366,20,94,9232,1048574,True,0.763947,0.763947,0.000000,20.000000,1048574
367,20,45,4192,1048574,True,0.634692,0.634692,0.000000,20.000000,1048574
368,20,19,368,1048574,True,0.525957,0.525957,0.000000,20.000000,1048574
369,20,19,1108,1048574,True,0.527696,0.527696,0.000000,20.000000,1048574
370,20,45,628,1048574,True,0.622528,0.622528,0.000000,20.000000,1048574
371,20,45,1672,1048574,True,0.625992,0.625992,0.000000,20.000000,1048574
372,20,19,372,1048574,True,0.528151,0.528151,0.000000,20.000000,1048574
373,20,19,1120,1048574,True,0.511507,0.511507,0.000000,20.000000,1048574
374,20,45,952,1048574,True,0.649783,0.649783,0.000000,20.000000,1048574
375,20,45,2536,1048574,True,0.659382,0.659382,0.000000,20.000000,1048574
376,20,107,9232,1048574,True,0.759590,0.759590,0.000000,20.000000,1048574
377,20,63,9232,1048574,True,0.731052,0.731052,0.000000,20.000000,1048574
378,20,107,9232,1048574,True,0.759232,0.759232,0.000000,20.000000,1048574
379,20,58,2752,1048574,True,0.658717,0.658717,0.000000,20.000000,1048574
380,20,107,9232,1048574,True,0.767858,0.767858,0.000000,20.000000,1048574
381,20,107,9232,1048574,True,0.767051,0.767051,0.000000,20.000000,1048574
382,20,45,4372,1048574,True,0.679665,0.679665,0.000000,20.000000,1048574
383,20,45,13120,1048574,True,0.694465,0.694465,0.000000,20.000000,1048574
384,20,14,384,1048574,True,0.408129,0.408129,0.000000,20.000000,1048574
385,20,32,1156,1048574,True,0.607352,0.607352,0.000000,20.000000,1048574
386,20,120,9232,1048574,True,0.750160,0.750160,0.000000,20.000000,1048574
387,20,120,9232,1048574,True,0.756269,0.756269,0.000000,20.000000,1048574
388,20,120,9232,1048574,True,0.754835,0.754835,0.000000,20.000000,1048574
389,20,120,9232,1048574,True,0.755761,0.755761,0.000000,20.000000,1048574
390,20,120,9232,1048574,True,0.761870,0.761870,0.000000,20.000000,1048574
391,20,120,9232,1048574,True,0.766301,0.766301,0.000000,20.000000,1048574
392,20,27,392,1048574,True,0.521902,0.521902,0.000000,20.000000,1048574
393,20,58,2248,1048574,True,0.693019,0.693019,0.000000,20.000000,1048574
394,20,27,592,1048574,True,0.529908,0.529908,0.000000,20.000000,1048574
395,20,76,9232,1048574,True,0.751159,0.751159,0.000000,20.000000,1048574
396,20,27,448,1048574,True,0.541917,0.541917,0.000000,20.000000,1048574
397,20,27,1192,1048574,True,0.545108,0.545108,0.000000,20.000000,1048574
398,20,120,9232,1048574,True,0.772454,0.772454,0.000000,20.000000,1048574
399,20,120,9232,1048574,True,0.779912,0.779912,0.000000,20.000000,1048574
400,20,27,400,1048574,True,0.529908,0.529908,0.000000,20.000000,1048574
401,20,19,1204,1048574,True,0.539342,0.539342,0.000000,20.000000,1048574
402,20,19,1024,1048574,True,0.513658,0.513658,0.000000,20.000000,1048574
403,20,19,1816,1048574,True,0.529595,0.529595,0.000000,20.000000,1048574
404,20,27,404,1048574,True,0.541917,0.541917,0.000000,20.000000,1048574
405,20,27,1216,1048574,True,0.537102,0.537102,0.000000,20.000000,1048574
406,20,40,916,1048574,True,0.586617,0.586617,0.000000,20.000000,1048574
407,20,40,2752,1048574,True,0.591740,0.591740,0.000000,20.000000,1048574
408,20,27,408,1048574,True,0.561933,0.561933,0.000000,20.000000,1048574
409,20,40,1384,1048574,True,0.588590,0.588590,0.000000,20.000000,1048574
410,20,27,616,1048574,True,0.568315,0.568315,0.000000,20.000000,1048574
411,20,133,9232,1048574,True,0.775480,0.775480,0.000000,20.000000,1048574
412,20,89,9232,1048574,True,0.760191,0.760191,0.000000,20.000000,1048574
413,20,89,9232,1048574,True,0.760969,0.760969,0.000000,20.000000,1048574
414,20,89,9232,1048574,True,0.763268,0.763268,0.000000,20.000000,1048574
415,20,133,9232,1048574,True,0.784269,0.784269,0.000000,20.000000,1048574
416,20,14,416,1048574,True,0.464467,0.464467,0.000000,20.000000,1048574
417,20,133,9232,1048574,True,0.771278,0.771278,0.000000,20.000000,1048574
418,20,40,628,1048574,True,0.606047,0.606047,0.000000,20.000000,1048574
419,20,40,1888,1048574,True,0.613821,0.613821,0.000000,20.000000,1048574
420,20,40,808,1048574,True,0.617664,0.617664,0.000000,20.000000,1048574
421,20,40,1264,1048574,True,0.624202,0.624202,0.000000,20.000000,1048574
422,20,40,952,1048574,True,0.631032,0.631032,0.000000,20.000000,1048574
423,20,32,3220,1048574,True,0.654273,0.654273,0.000000,20.000000,1048574
424,20,14,424,1048574,True,0.475578,0.475578,0.000000,20.000000,1048574
425,20,58,9232,1048574,True,0.723067,0.723067,0.000000,20.000000,1048574
426,20,14,640,1048574,True,0.453767,0.453767,0.000000,20.000000,1048574
427,20,53,2752,1048574,True,0.639724,0.639724,0.000000,20.000000,1048574
428,20,102,9232,1048574,True,0.758816,0.758816,0.000000,20.000000,1048574
429,20,102,9232,1048574,True,0.755584,0.755584,0.000000,20.000000,1048574
430,20,102,9232,1048574,True,0.763711,0.763711,0.000000,20.000000,1048574
431,20,40,4372,1048574,True,0.651214,0.651214,0.000000,20.000000,1048574
432,20,115,9232,1048574,True,0.755830,0.755830,0.000000,20.000000,1048574
433,20,27,1300,1048574,True,0.601095,0.601095,0.000000,20.000000,1048574
434,20,27,736,1048574,True,0.599714,0.599714,0.000000,20.000000,1048574
435,20,27,1960,1048574,True,0.616788,0.616788,0.000000,20.000000,1048574
436,20,115,9232,1048574,True,0.756209,0.756209,0.000000,20.000000,1048574
437,20,115,9232,1048574,True,0.753339,0.753339,0.000000,20.000000,1048574
438,20,53,1672,1048574,True,0.660844,0.660844,0.000000,20.000000,1048574
439,20,53,2968,1048574,True,0.665519,0.665519,0.000000,20.000000,1048574
440,20,115,9232,1048574,True,0.762821,0.762821,0.000000,20.000000,1048574
441,20,27,1492,1048574,True,0.609658,0.609658,0.000000,20.000000,1048574
442,20,115,9232,1048574,True,0.762488,0.762488,0.000000,20.000000,1048574
443,20,53,2248,1048574,True,0.681450,0.681450,0.000000,20.000000,1048574
444,20,71,9232,1048574,True,0.747267,0.747267,0.000000,20.000000,1048574
445,20,71,9232,1048574,True,0.746055,0.746055,0.000000,20.000000,1048574
446,20,71,9232,1048574,True,0.754141,0.754141,0.000000,20.000000,1048574
447,20,97,39364,1048574,True,0.799311,0.799311,0.000000,20.000000,1048574
448,20,22,448,1048574,True,0.502784,0.502784,0.000000,20.000000,1048574
449,20,115,9232,1048574,True,0.771551,0.771551,0.000000,20.000000,1048574
450,20,53,4372,1048574,True,0.697711,0.697711,0.000000,20.000000,1048574
451,20,53,4372,1048574,True,0.710532,0.710532,0.000000,20.000000,1048574
452,20,14,452,1048574,True,0.460609,0.460609,0.000000,20.000000,1048574
453,20,14,1360,1048574,True,0.466566,0.466566,0.000000,20.000000,1048574
454,20,14,1024,1048574,True,0.426365,0.426365,0.000000,20.000000,1048574
455,20,40,3076,1048574,True,0.626686,0.626686,0.000000,20.000000,1048574
456,20,35,456,1048574,True,0.555414,0.555414,0.000000,20.000000,1048574
457,20,128,9232,1048574,True,0.751071,0.751071,0.000000,20.000000,1048574
458,20,35,688,1048574,True,0.560378,0.560378,0.000000,20.000000,1048574
459,20,128,9232,1048574,True,0.751071,0.751071,0.000000,20.000000,1048574
460,20,35,520,1048574,True,0.553772,0.553772,0.000000,20.000000,1048574
461,20,35,1384,1048574,True,0.555716,0.555716,0.000000,20.000000,1048574
462,20,128,9232,1048574,True,0.768138,0.768138,0.000000,20.000000,1048574
463,20,128,9232,1048574,True,0.771646,0.771646,0.000000,20.000000,1048574
464,20,22,464,1048574,True,0.527151,0.527151,0.000000,20.000000,1048574
465,20,35,1396,1048574,True,0.575887,0.575887,0.000000,20.000000,1048574
466,20,84,9232,1048574,True,0.757186,0.757186,0.000000,20.000000,1048574
467,20,84,9232,1048574,True,0.756325,0.756325,0.000000,20.000000,1048574
468,20,22,468,1048574,True,0.529059,0.529059,0.000000,20.000000,1048574
469,20,22,1408,1048574,True,0.514587,0.514587,0.000000,20.000000,1048574
470,20,128,9232,1048574,True,0.769877,0.769877,0.000000,20.000000,1048574
471,20,128,9232,1048574,True,0.774428,0.774428,0.000000,20.000000,1048574
472,20,35,472,1048574,True,0.582507,0.582507,0.000000,20.000000,1048574
473,20,35,1600,1048574,True,0.578224,0.578224,0.000000,20.000000,1048574
474,20,35,712,1048574,True,0.581432,0.581432,0.000000,20.000000,1048574
475,20,27,3616,1048574,True,0.623233,0.623233,0.000000,20.000000,1048574
476,20,35,808,1048574,True,0.600164,0.600164,0.000000,20.000000,1048574
477,20,35,1432,1048574,True,0.597740,0.597740,0.000000,20.000000,1048574
478,20,53,9232,1048574,True,0.695931,0.695931,0.000000,20.000000,1048574
479,20,53,9232,1048574,True,0.705121,0.705121,0.000000,20.000000,1048574
480,20,22,480,1048574,True,0.551518,0.551518,0.000000,20.000000,1048574
481,20,48,2752,1048574,True,0.629011,0.629011,0.000000,20.000000,1048574
482,20,22,724,1048574,True,0.522081,0.522081,0.000000,20.000000,1048574
483,20,22,2176,1048574,True,0.501449,0.501449,0.000000,20.000000,1048574
484,20,97,9232,1048574,True,0.760250,0.760250,0.000000,20.000000,1048574
485,20,97,9232,1048574,True,0.760965,0.760965,0.000000,20.000000,1048574
486,20,97,9232,1048574,True,0.758997,0.758997,0.000000,20.000000,1048574
487,20,141,9232,1048574,True,0.783304,0.783304,0.000000,20.000000,1048574
488,20,22,488,1048574,True,0.567057,0.567057,0.000000,20.000000,1048574
489,20,48,4192,1048574,True,0.651944,0.651944,0.000000,20.000000,1048574
490,20,22,736,1048574,True,0.565376,0.565376,0.000000,20.000000,1048574
491,20,141,9232,1048574,True,0.786497,0.786497,0.000000,20.000000,1048574
492,20,48,628,1048574,True,0.638370,0.638370,0.000000,20.000000,1048574
493,20,48,1480,1048574,True,0.636590,0.636590,0.000000,20.000000,1048574
494,20,48,1672,1048574,True,0.643777,0.643777,0.000000,20.000000,1048574
495,20,97,14308,1048574,True,0.794186,0.794186,0.000000,20.000000,1048574
496,20,110,9232,1048574,True,0.760987,0.760987,0.000000,20.000000,1048574
497,20,22,1492,1048574,True,0.559740,0.559740,0.000000,20.000000,1048574
498,20,48,952,1048574,True,0.663957,0.663957,0.000000,20.000000,1048574
499,20,48,2248,1048574,True,0.660684,0.660684,0.000000,20.000000,1048574
500,20,110,9232,1048574,True,0.762879,0.762879,0.000000,20.000000,1048574
501,20,110,9232,1048574,True,0.762093,0.762093,0.000000,20.000000,1048574
502,20,66,9232,1048574,True,0.739355,0.739355,0.000000,20.000000,1048574
503,20,66,9232,1048574,True,0.741738,0.741738,0.000000,20.000000,1048574
504,20,110,9232,1048574,True,0.770924,0.770924,0.000000,20.000000,1048574
505,20,61,2752,1048574,True,0.672040,0.672040,0.000000,20.000000,1048574
506,20,110,9232,1048574,True,0.771875,0.771875,0.000000,20.000000,1048574
507,20,35,2896,1048574,True,0.643938,0.643938,0.000000,20.000000,1048574
508,20,48,4372,1048574,True,0.695240,0.695240,0.000000,20.000000,1048574
509,20,48,4372,1048574,True,0.695993,0.695993,0.000000,20.000000,1048574
510,20,48,13120,1048574,True,0.711392,0.711392,0.000000,20.000000,1048574
511,20,61,39364,1048574,True,0.714697,0.714697,0.000000,20.000000,1048574
512,20,9,512,1048574,True,0.286397,0.286397,0.000000,20.000000,1048574
513,20,35,1540,1048574,True,0.603647,0.603647,0.000000,20.000000,1048574
514,20,123,9232,1048574,True,0.744494,0.744494,0.000000,20.000000,1048574
515,20,123,9232,1048574,True,0.748573,0.748573,0.000000,20.000000,1048574
516,20,123,9232,1048574,True,0.747920,0.747920,0.000000,20.000000,1048574
517,20,123,9232,1048574,True,0.751327,0.751327,0.000000,20.000000,1048574
518,20,123,9232,1048574,True,0.753135,0.753135,0.000000,20.000000,1048574
519,20,61,3508,1048574,True,0.676732,0.676732,0.000000,20.000000,1048574
520,20,30,520,1048574,True,0.512238,0.512238,0.000000,20.000000,1048574
521,20,123,9232,1048574,True,0.765764,0.765764,0.000000,20.000000,1048574
522,20,30,784,1048574,True,0.530412,0.530412,0.000000,20.000000,1048574
523,20,123,9232,1048574,True,0.764603,0.764603,0.000000,20.000000,1048574
524,20,30,592,1048574,True,0.537643,0.537643,0.000000,20.000000,1048574
525,20,30,1576,1048574,True,0.548490,0.548490,0.000000,20.000000,1048574
526,20,79,9232,1048574,True,0.751180,0.751180,0.000000,20.000000,1048574
527,20,79,9232,1048574,True,0.756785,0.756785,0.000000,20.000000,1048574
528,20,30,528,1048574,True,0.514926,0.514926,0.000000,20.000000,1048574
529,20,30,1588,1048574,True,0.564369,0.564369,0.000000,20.000000,1048574
530,20,123,9232,1048574,True,0.770144,0.770144,0.000000,20.000000,1048574
531,20,123,9232,1048574,True,0.773802,0.773802,0.000000,20.000000,1048574
532,20,30,532,1048574,True,0.537643,0.537643,0.000000,20.000000,1048574
533,20,30,1600,1048574,True,0.541259,0.541259,0.000000,20.000000,1048574
534,20,22,1204,1048574,True,0.563157,0.563157,0.000000,20.000000,1048574
535,20,22,3616,1048574,True,0.577015,0.577015,0.000000,20.000000,1048574
536,20,30,536,1048574,True,0.544875,0.544875,0.000000,20.000000,1048574
537,20,22,1816,1048574,True,0.562451,0.562451,0.000000,20.000000,1048574
538,20,30,808,1048574,True,0.559338,0.559338,0.000000,20.000000,1048574
539,20,48,9232,1048574,True,0.676291,0.676291,0.000000,20.000000,1048574
540,20,43,916,1048574,True,0.595842,0.595842,0.000000,20.000000,1048574
541,20,43,1624,1048574,True,0.601934,0.601934,0.000000,20.000000,1048574
542,20,43,2752,1048574,True,0.608299,0.608299,0.000000,20.000000,1048574
543,20,136,9232,1048574,True,0.762748,0.762748,0.000000,20.000000,1048574
544,20,17,544,1048574,True,0.441748,0.441748,0.000000,20.000000,1048574
545,20,43,1636,1048574,True,0.599195,0.599195,0.000000,20.000000,1048574
546,20,30,820,1048574,True,0.578832,0.578832,0.000000,20.000000,1048574
547,20,30,2464,1048574,True,0.587698,0.587698,0.000000,20.000000,1048574
548,20,92,9232,1048574,True,0.755341,0.755341,0.000000,20.000000,1048574
549,20,92,9232,1048574,True,0.760878,0.760878,0.000000,20.000000,1048574
550,20,92,9232,1048574,True,0.761423,0.761423,0.000000,20.000000,1048574
551,20,43,4192,1048574,True,0.623874,0.623874,0.000000,20.000000,1048574
552,20,17,552,1048574,True,0.488696,0.488696,0.000000,20.000000,1048574
553,20,136,9232,1048574,True,0.786001,0.786001,0.000000,20.000000,1048574
554,20,17,832,1048574,True,0.501150,0.501150,0.000000,20.000000,1048574
555,20,30,2500,1048574,True,0.589905,0.589905,0.000000,20.000000,1048574
556,20,43,628,1048574,True,0.613948,0.613948,0.000000,20.000000,1048574
557,20,43,1672,1048574,True,0.615979,0.615979,0.000000,20.000000,1048574
558,20,43,1888,1048574,True,0.627284,0.627284,0.000000,20.000000,1048574
559,20,87,8080,1048574,True,0.729911,0.729911,0.000000,20.000000,1048574
560,20,17,560,1048574,True,0.485501,0.485501,0.000000,20.000000,1048574
561,20,43,1684,1048574,True,0.634926,0.634926,0.000000,20.000000,1048574
562,20,43,952,1048574,True,0.639260,0.639260,0.000000,20.000000,1048574
563,20,43,2536,1048574,True,0.649687,0.649687,0.000000,20.000000,1048574
564,20,17,564,1048574,True,0.516636,0.516636,0.000000,20.000000,1048574
565,20,17,1696,1048574,True,0.521600,0.521600,0.000000,20.000000,1048574
566,20,61,9232,1048574,True,0.727335,0.727335,0.000000,20.000000,1048574
567,20,61,9232,1048574,True,0.735083,0.735083,0.000000,20.000000,1048574
568,20,105,9232,1048574,True,0.756929,0.756929,0.000000,20.000000,1048574
569,20,56,2752,1048574,True,0.651210,0.651210,0.000000,20.000000,1048574
570,20,105,9232,1048574,True,0.760301,0.760301,0.000000,20.000000,1048574
571,20,30,2896,1048574,True,0.599358,0.599358,0.000000,20.000000,1048574
572,20,105,9232,1048574,True,0.765058,0.765058,0.000000,20.000000,1048574
573,20,105,9232,1048574,True,0.767039,0.767039,0.000000,20.000000,1048574
574,20,43,4372,1048574,True,0.668101,0.668101,0.000000,20.000000,1048574
575,20,43,13120,1048574,True,0.682735,0.682735,0.000000,20.000000,1048574
576,20,25,576,1048574,True,0.477217,0.477217,0.000000,20.000000,1048574
577,20,30,1732,1048574,True,0.614937,0.614937,0.000000,20.000000,1048574
578,20,30,868,1048574,True,0.607192,0.607192,0.000000,20.000000,1048574
579,20,30,2608,1048574,True,0.616058,0.616058,0.000000,20.000000,1048574
580,20,118,9232,1048574,True,0.752519,0.752519,0.000000,20.000000,1048574
581,20,118,9232,1048574,True,0.756846,0.756846,0.000000,20.000000,1048574
582,20,118,9232,1048574,True,0.753887,0.753887,0.000000,20.000000,1048574
583,20,30,3940,1048574,True,0.644788,0.644788,0.000000,20.000000,1048574
584,20,118,9232,1048574,True,0.757272,0.757272,0.000000,20.000000,1048574
585,20,56,2968,1048574,True,0.675932,0.675932,0.000000,20.000000,1048574
586,20,118,9232,1048574,True,0.762541,0.762541,0.000000,20.000000,1048574
587,20,118,9232,1048574,True,0.765545,0.765545,0.000000,20.000000,1048574
588,20,118,9232,1048574,True,0.761466,0.761466,0.000000,20.000000,1048574
589,20,118,9232,1048574,True,0.764895,0.764895,0.000000,20.000000,1048574
590,20,56,2248,1048574,True,0.690437,0.690437,0.000000,20.000000,1048574
591,20,56,5992,1048574,True,0.698864,0.698864,0.000000,20.000000,1048574
592,20,25,592,1048574,True,0.515137,0.515137,0.000000,20.000000,1048574
593,20,74,9232,1048574,True,0.750747,0.750747,0.000000,20.000000,1048574
594,20,74,9232,1048574,True,0.755681,0.755681,0.000000,20.000000,1048574
595,20,74,9232,1048574,True,0.759277,0.759277,0.000000,20.000000,1048574
596,20,25,596,1048574,True,0.528070,0.528070,0.000000,20.000000,1048574
597,20,25,1792,1048574,True,0.522885,0.522885,0.000000,20.000000,1048574
598,20,118,9232,1048574,True,0.771802,0.771802,0.000000,20.000000,1048574
599,20,118,9232,1048574,True,0.778208,0.778208,0.000000,20.000000,1048574
600,20,17,600,1048574,True,0.504163,0.504163,0.000000,20.000000,1048574
601,20,56,4372,1048574,True,0.715835,0.715835,0.000000,20.000000,1048574
602,20,17,904,1048574,True,0.514090,0.514090,0.000000,20.000000,1048574
603,20,69,5812,1048574,True,0.699118,0.699118,0.000000,20.000000,1048574
604,20,17,1024,1048574,True,0.490517,0.490517,0.000000,20.000000,1048574
605,20,17,1816,1048574,True,0.494407,0.494407,0.000000,20.000000,1048574
606,20,43,3076,1048574,True,0.644045,0.644045,0.000000,20.000000,1048574
607,20,43,9232,1048574,True,0.655370,0.655370,0.000000,20.000000,1048574
608,20,25,608,1048574,True,0.523759,0.523759,0.000000,20.000000,1048574
609,20,131,9232,1048574,True,0.751762,0.751762,0.000000,20.000000,1048574
610,20,38,916,1048574,True,0.575096,0.575096,0.000000,20.000000,1048574
611,20,38,2752,1048574,True,0.578686,0.578686,0.000000,20.000000,1048574
612,20,38,612,1048574,True,0.566707,0.566707,0.000000,20.000000,1048574
613,20,38,1840,1048574,True,0.573580,0.573580,0.000000,20.000000,1048574
614,20,38,1384,1048574,True,0.577170,0.577170,0.000000,20.000000,1048574
615,20,69,10528,1048574,True,0.701194,0.701194,0.000000,20.000000,1048574
616,20,25,616,1048574,True,0.549626,0.549626,0.000000,20.000000,1048574
617,20,131,9232,1048574,True,0.774407,0.774407,0.000000,20.000000,1048574
618,20,25,928,1048574,True,0.556499,0.556499,0.000000,20.000000,1048574
619,20,131,9232,1048574,True,0.768200,0.768200,0.000000,20.000000,1048574
620,20,87,9232,1048574,True,0.759030,0.759030,0.000000,20.000000,1048574
621,20,87,9232,1048574,True,0.759825,0.759825,0.000000,20.000000,1048574
622,20,87,9232,1048574,True,0.760585,0.760585,0.000000,20.000000,1048574
623,20,131,9232,1048574,True,0.782000,0.782000,0.000000,20.000000,1048574
624,20,38,624,1048574,True,0.588649,0.588649,0.000000,20.000000,1048574
625,20,25,1876,1048574,True,0.554206,0.554206,0.000000,20.000000,1048574
626,20,131,9232,1048574,True,0.771349,0.771349,0.000000,20.000000,1048574
627,20,131,9232,1048574,True,0.770795,0.770795,0.000000,20.000000,1048574
628,20,38,628,1048574,True,0.600105,0.600105,0.000000,20.000000,1048574
629,20,38,1888,1048574,True,0.601900,0.601900,0.000000,20.000000,1048574
630,20,38,1600,1048574,True,0.601537,0.601537,0.000000,20.000000,1048574
631,20,38,4264,1048574,True,0.602810,0.602810,0.000000,20.000000,1048574
632,20,38,808,1048574,True,0.614608,0.614608,0.000000,20.000000,1048574
633,20,30,3616,1048574,True,0.651611,0.651611,0.000000,20.000000,1048574
634,20,38,952,1048574,True,0.621789,0.621789,0.000000,20.000000,1048574
635,20,30,3220,1048574,True,0.637924,0.637924,0.000000,20.000000,1048574
636,20,56,9232,1048574,True,0.705687,0.705687,0.000000,20.000000,1048574
637,20,56,9232,1048574,True,0.708464,0.708464,0.000000,20.000000,1048574
638,20,56,9232,1048574,True,0.717818,0.717818,0.000000,20.000000,1048574
639,20,131,41524,1048574,True,0.796861,0.796861,0.000000,20.000000,1048574
640,20,12,640,1048574,True,0.398765,0.398765,0.000000,20.000000,1048574
641,20,51,2752,1048574,True,0.635653,0.635653,0.000000,20.000000,1048574
642,20,25,964,1048574,True,0.539954,0.539954,0.000000,20.000000,1048574
643,20,25,2896,1048574,True,0.557399,0.557399,0.000000,20.000000,1048574
644,20,100,9232,1048574,True,0.755783,0.755783,0.000000,20.000000,1048574
645,20,100,9232,1048574,True,0.760881,0.760881,0.000000,20.000000,1048574
646,20,100,9232,1048574,True,0.761383,0.761383,0.000000,20.000000,1048574
647,20,38,4372,1048574,True,0.639857,0.639857,0.000000,20.000000,1048574
648,20,25,648,1048574,True,0.564246,0.564246,0.000000,20.000000,1048574
649,20,144,9232,1048574,True,0.784960,0.784960,0.000000,20.000000,1048574
650,20,25,976,1048574,True,0.588364,0.588364,0.000000,20.000000,1048574
651,20,100,9232,1048574,True,0.768636,0.768636,0.000000,20.000000,1048574
652,20,25,736,1048574,True,0.583440,0.583440,0.000000,20.000000,1048574
653,20,25,1960,1048574,True,0.599135,0.599135,0.000000,20.000000,1048574
654,20,144,9232,1048574,True,0.787857,0.787857,0.000000,20.000000,1048574
655,20,144,9232,1048574,True,0.793356,0.793356,0.000000,20.000000,1048574
656,20,113,9232,1048574,True,0.753476,0.753476,0.000000,20.000000,1048574
657,20,51,1972,1048574,True,0.649672,0.649672,0.000000,20.000000,1048574
658,20,51,1672,1048574,True,0.652365,0.652365,0.000000,20.000000,1048574
659,20,51,2968,1048574,True,0.657552,0.657552,0.000000,20.000000,1048574
660,20,113,9232,1048574,True,0.759959,0.759959,0.000000,20.000000,1048574
661,20,113,9232,1048574,True,0.762311,0.762311,0.000000,20.000000,1048574
662,20,25,1492,1048574,True,0.591456,0.591456,0.000000,20.000000,1048574
663,20,25,4480,1048574,True,0.584081,0.584081,0.000000,20.000000,1048574
664,20,113,9232,1048574,True,0.760404,0.760404,0.000000,20.000000,1048574
665,20,51,2248,1048574,True,0.674095,0.674095,0.000000,20.000000,1048574
666,20,113,9232,1048574,True,0.764767,0.764767,0.000000,20.000000,1048574
667,20,144,21688,1048574,True,0.808567,0.808567,0.000000,20.000000,1048574
